Year,State,District ID,District Name,Grade range of responsibility,Total Population,Relevant Ages 5 to 17 Population,Relevant Ages 5 to 17 in Families in Poverty,Relevant age 5 to 17 Ratio,Relevant Ages 5 to 17 Ratio LB 90%,Relevant Ages 5 to 17 Ratio UB 90%,Map
2019,48,4826100,La Grange Independent School District (TX),PK-12,"12,383","1,943",273,14.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826100&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826130,La Joya Independent School District (TX),PK-12,"105,329","27,669","12,212",44.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826130&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826190,La Porte Independent School District (TX),PK-12,"47,405","9,304","1,048",11.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826190&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826220,LaPoyner Independent School District (TX),PK-12,"2,641",468,146,31.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826220&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826250,La Pryor Independent School District (TX),PK-12,"1,940",448,167,37.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826250&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826280,La Vega Independent School District (TX),PK-12,"14,495","2,788",759,27.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826280&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826310,La Vernia Independent School District (TX),PK-12,"16,745","3,215",240,7.5,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826310&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826340,La Villa Independent School District (TX),PK-12,"3,679",637,187,29.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826340&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826370,Lackland Independent School District (TX),PK-12,"13,687",653,44,6.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826370&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826400,Lago Vista Independent School District (TX),PK-12,"10,545","1,483",109,7.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826400&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826430,Lake Dallas Independent School District (TX),PK-12,"28,058","5,426",304,5.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826430&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826470,Lake Travis Independent School District (TX),PK-12,"45,663","8,113",362,4.5,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826470&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826490,Lake Worth Independent School District (TX),PK-12,"18,314","3,428",628,18.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826490&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826580,Lamar Consolidated Independent School District (TX),PK-12,"171,486","33,236","2,259",6.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826580&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826610,Lamesa Independent School District (TX),PK-12,"11,579","2,074",604,29.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826610&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826640,Lampasas Independent School District (TX),PK-12,"21,023","3,416",609,17.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826640&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826670,Lancaster Independent School District (TX),PK-12,"40,464","8,828","1,866",21.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826670&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826700,Laneville Independent School District (TX),PK-12,"1,530",269,37,13.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826700&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826790,Laredo Independent School District (TX),PK-12,"102,001","22,025","8,083",36.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826790&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826850,Lasara Independent School District (TX),PK-12,"1,358",279,95,34.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826850&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826910,Latexo Independent School District (TX),PK-12,"2,230",329,90,27.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826910&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4826970,Lazbuddie Independent School District (TX),PK-12,640,125,24,19.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4826970&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827000,Leakey Independent School District (TX),PK-12,"2,227",272,71,26.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827000&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827030,Leander Independent School District (TX),PK-12,"198,094","40,981","1,780",4.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827030&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827060,Leary Independent School District (TX),PK-12,987,187,47,25.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827060&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827090,Lefors Independent School District (TX),PK-12,599,113,28,24.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827090&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827120,Leggett Independent School District (TX),PK-12,"1,430",248,44,17.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827120&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827180,Leon Independent School District (TX),PK-12,"4,492",750,116,15.5,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827180&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827210,Leonard Independent School District (TX),PK-12,"3,950",789,124,15.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827210&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827240,Levelland Independent School District (TX),PK-12,"16,514","3,017",582,19.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827240&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827270,Leveretts Chapel Independent School District (TX),PK-12,932,204,29,14.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827270&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827300,Lewisville Independent School District (TX),PK-12,"358,950","68,487","3,737",5.5,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827300&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827330,Lexington Independent School District (TX),PK-12,"5,809",855,106,12.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827330&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827390,Liberty-Eylau Independent School District (TX),PK-12,"14,784","2,379",564,23.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827390&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827420,Liberty Hill Independent School District (TX),PK-12,"15,786","3,342",166,5,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827420&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827450,Liberty Independent School District (TX),PK-12,"13,118","2,540",468,18.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827450&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827510,Lindale Independent School District (TX),PK-12,"21,421","4,086",587,14.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827510&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827540,Linden-Kildare Consolidated Independent School District (TX),PK-12,"5,607",850,167,19.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827540&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827570,Lindsay Independent School District (TX),PK-12,"2,084",433,30,6.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827570&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827600,Lingleville Independent School District (TX),PK-12,"1,452",284,42,14.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827600&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827630,Lipan Independent School District (TX),PK-12,"2,265",343,50,14.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827630&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827690,Little Cypress-Mauriceville Consolidated Independent School District (TX),PK-12,"19,128","3,815",541,14.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827690&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827720,Little Elm Independent School District (TX),PK-12,"38,219","7,896",543,6.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827720&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827750,Littlefield Independent School District (TX),PK-12,"6,528","1,304",336,25.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827750&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827780,Livingston Independent School District (TX),PK-12,"30,841","4,297","1,100",25.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827780&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827810,Llano Independent School District (TX),PK-12,"19,155","2,217",434,19.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827810&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827870,Lockhart Independent School District (TX),PK-12,"27,224","4,763",879,18.5,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827870&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827890,Lockney Independent School District (TX),PK-12,"2,131",435,123,28.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827890&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827930,Lohn Independent School District (TX),PK-12,236,25,4,16,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827930&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827960,Lometa Independent School District (TX),PK-12,"1,720",323,49,15.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827960&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4827990,London Independent School District (TX),PK-12,"1,615",408,21,5.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4827990&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828020,Lone Oak Independent School District (TX),PK-12,"5,115",984,104,10.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828020&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828110,Longview Independent School District (TX),PK-12,"57,441","9,698","2,309",23.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828110&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828140,Loop Independent School District (TX),PK-12,515,122,14,11.5,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828140&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828170,Loraine Independent School District (TX),PK-12,909,187,32,17.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828170&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828200,Lorena Independent School District (TX),PK-12,"7,938","1,732",139,8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828200&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828230,Lorenzo Independent School District (TX),PK-12,"1,510",301,106,35.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828230&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828290,Los Fresnos Consolidated Independent School District (TX),PK-12,"42,924","9,944","2,385",24,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828290&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828350,Louise Independent School District (TX),PK-12,"2,432",461,81,17.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828350&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828380,Lovejoy Independent School District (TX),PK-12,"16,871","3,972",84,2.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828380&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828410,Lovelady Independent School District (TX),PK-12,"5,274",505,85,16.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828410&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828500,Lubbock Independent School District (TX),PK-12,"208,292","32,872","8,329",25.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828500&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828530,Lueders-Avoca Independent School District (TX),PK-12,783,108,21,19.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828530&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828550,Lufkin Independent School District (TX),PK-12,"46,229","8,422","1,936",23,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828550&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828590,Luling Independent School District (TX),PK-12,"8,776","1,419",335,23.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828590&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828620,Lyford Consolidated Independent School District (TX),PK-12,"6,123","1,268",486,38.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828620&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828650,Lytle Independent School District (TX),PK-12,"7,886","1,626",313,19.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828650&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828680,Mabank Independent School District (TX),PK-12,"21,234","3,450",990,28.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828680&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828710,Madisonville Consolidated Independent School District (TX),PK-12,"14,198","2,253",511,22.7,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828710&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828740,Magnolia Independent School District (TX),PK-12,"71,589","15,241","2,153",14.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828740&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828780,Malakoff Independent School District (TX),PK-12,"9,964","1,205",362,30,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828780&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828800,Malone Independent School District (TX),PK-12,566,81,14,17.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828800&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828830,Malta Independent School District (TX),PK-12,679,104,17,16.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828830&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828890,Manor Independent School District (TX),PK-12,"44,715","8,339","1,202",14.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828890&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828920,Mansfield Independent School District (TX),PK-12,"163,259","37,714","2,945",7.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828920&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4828980,Marathon Independent School District (TX),PK-12,533,65,8,12.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4828980&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829010,Marble Falls Independent School District (TX),PK-12,"26,357","4,014",624,15.5,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829010&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829040,Marfa Independent School District (TX),PK-12,"2,293",303,57,18.8,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829040&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829100,Marion Independent School District (TX),PK-12,"8,853","1,515",140,9.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829100&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829130,Marlin Independent School District (TX),PK-12,"9,003","1,164",398,34.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829130&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829160,Marshall Independent School District (TX),PK-12,"33,990","5,992","1,986",33.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829160&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829190,Mart Independent School District (TX),PK-12,"3,725",833,185,22.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829190&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829220,Martins Mill Independent School District (TX),PK-12,"2,292",484,83,17.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829220&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829250,Martinsville Independent School District (TX),PK-12,"1,192",263,71,27,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829250&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829280,Mason Independent School District (TX),PK-12,"4,389",671,127,18.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829280&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829370,Matagorda Independent School District (TX),PK-12,"1,032",103,13,12.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829370&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829400,Mathis Independent School District (TX),PK-12,"9,206","1,634",582,35.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829400&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829460,Maud Independent School District (TX),PK-12,"2,269",431,50,11.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829460&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829520,May Independent School District (TX),PK-12,"2,130",277,46,16.6,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829520&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829580,Maypearl Independent School District (TX),PK-12,"5,686","1,220",72,5.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829580&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829670,McAllen Independent School District (TX),PK-12,"133,764","27,627","9,153",33.1,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829670&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829700,McCamey Independent School District (TX),PK-12,"2,454",531,113,21.3,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829700&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829760,McDade Independent School District (TX),PK-12,"1,843",312,154,49.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829760&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829820,McGregor Independent School District (TX),PK-12,"6,486","1,275",232,18.2,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829820&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829850,McKinney Independent School District (TX),PK-12,"147,096","31,423","2,338",7.4,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829850&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
2019,48,4829880,McLean Independent School District (TX),PK-12,"1,142",201,58,28.9,NA,NA,https://data.census.gov/cedsci/map?q=&mode=selection&layer=VT_2019_970_00_PY_D1&syear=2020&g=9700000US4829880&table=B00001&tid=ACSDT1Y2018.B00001&vintage=2020&y=2020
